ID,Sort,Ward,Precinct,Precinct Code,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Shape_Area,% Geography,% Geography CT,Raw_Emanuel,Raw_Wilson,Raw_Fioretti,Raw_Garcia,Raw_Walls,Raw_Vote_Total,Pror_Emanuel,Pror_Wilson,Pror_Fioretti,Pror_Garcia,Pror_Walls,Pror_Vote_Total,Raw_White,Raw_AA,Raw_Hispanic,Raw_Asian,Raw_Native_Am,Raw_Hawaiian,Raw_Other,Raw_Two_Or_More,Raw_Pop_Total,Pror_White,Pror_AA,Pror_Hispanic,Pror_Aisan,Pror_Native_Am,Pror_Hawaiian,Pror_Other,Pror_Two_Or_More,Pror_Pop_Total,Majority Race,Raw_Median_HH_Income,Wtd_Median_HH_Income,Pror_Median_HH_Income,Range_Income,Raw_Pct_Bachelors,Wtd_Pct_Bachelors,Pror_Pct_Bachelors,Range_Bachelors
2971,2971,41,35,41035,17,31,100200,17031100200,1002,Census Tract 1002,0.000034,100.00%,14.91%,158,16,64,113,6,357,158,16,64,113,6,357,5657,26,791,157,11,1,11,95,6749,844,4,118,23,2,0,2,14,1006,White,78954,79427724,78954,"$60,000 - $80,000",34,34204,34,20% - 40%
2972,2972,41,36,41036,17,31,100500,17031100500,1005,Census Tract 1005,0.000034,100.00%,16.11%,142,7,52,92,1,294,142,7,52,92,1,294,4734,26,600,302,7,0,11,99,5779,763,4,97,49,1,0,2,16,931,White,74394,69260814,74394,"$60,000 - $80,000",24,22344,24,20% - 40%
2973,2973,41,37,41037,17,31,90200,17031090200,902,Census Tract 902,0.000006,16.22%,3.59%,150,9,63,106,2,330,24,1,10,17,0,54,5837,18,496,138,0,1,2,72,6564,210,1,18,5,0,0,0,3,236,White,87601,20673836,92633,"$80,000 - $100,000",41,9676,34,20% - 40%
2974,2974,41,37,41037,17,31,90300,17031090300,903,Census Tract 903,0.00001,27.03%,19.23%,150,9,63,106,2,330,41,2,17,29,1,89,1216,2,106,30,2,0,0,16,1372,234,0,20,6,0,0,0,3,264,White,100781,26606184,92633,"$80,000 - $100,000",37,9768,34,20% - 40%
2975,2975,41,37,41037,17,31,100300,17031100300,1003,Census Tract 1003,0.000021,56.76%,8.43%,150,9,63,106,2,330,85,5,36,60,1,187,5264,22,600,217,4,0,0,70,6177,444,2,51,18,0,0,0,6,521,White,90783,47297943,92633,"$80,000 - $100,000",29,15109,34,20% - 40%
2976,2976,41,38,41038,17,31,100600,17031100600,1006,Census Tract 1006,0.000028,100.00%,20.00%,126,1,51,97,4,279,126,1,51,97,4,279,3766,29,690,284,6,0,3,54,4832,753,6,138,57,1,0,1,11,966,White,68818,66478188,68818,"$60,000 - $80,000",26,25116,26,20% - 40%
2977,2977,41,39,41039,17,31,120100,17031120100,1201,Census Tract 1201,0.000042,100.00%,13.91%,158,11,50,111,3,333,158,11,50,111,3,333,3595,24,295,212,2,2,2,66,4198,500,3,41,29,0,0,0,9,584,White,120461,70349224,120461,"$120,000 - $140,000",58,33872,58,40% - 60%
2978,2978,41,40,41040,17,31,90100,17031090100,901,Census Tract 901,0.000031,100.00%,30.69%,165,12,83,124,2,386,165,12,83,124,2,386,2979,9,274,103,1,0,6,33,3405,914,3,84,32,0,0,2,10,1045,White,87154,91075930,87154,"$80,000 - $100,000",36,37620,36,20% - 40%
2979,2979,41,41,41041,17,31,100500,17031100500,1005,Census Tract 1005,0.000004,11.43%,1.90%,163,7,65,100,0,335,19,1,7,11,0,38,4734,26,600,302,7,0,11,99,5779,90,0,11,6,0,0,0,2,110,White,74394,8183340,91586,"$80,000 - $100,000",24,2640,38,20% - 40%
2980,2980,41,41,41041,17,31,100400,17031100400,1004,Census Tract 1004,0.000031,88.57%,29.25%,163,7,65,100,0,335,144,6,58,89,0,297,2565,9,340,117,2,0,1,32,3066,750,3,99,34,1,0,0,9,897,White,93694,84043518,91586,"$80,000 - $100,000",40,35880,38,20% - 40%
2981,2981,41,42,41042,17,31,90200,17031090200,902,Census Tract 902,0.000025,100.00%,14.97%,142,16,73,94,3,328,142,16,73,94,3,328,5837,18,496,138,0,1,2,72,6564,874,3,74,21,0,0,0,11,983,White,87601,86111783,87601,"$80,000 - $100,000",41,40303,41,40% - 60%
2982,2982,41,43,41043,17,31,100500,17031100500,1005,Census Tract 1005,0.000005,12.82%,2.37%,149,6,52,113,3,323,19,1,7,14,0,41,4734,26,600,302,7,0,11,99,5779,112,1,14,7,0,0,0,2,137,White,74394,10191978,89926,"$80,000 - $100,000",24,3288,33,20% - 40%
2983,2983,41,43,41043,17,31,100400,17031100400,1004,Census Tract 1004,0.000016,41.03%,15.09%,149,6,52,113,3,323,61,2,21,46,1,133,2565,9,340,117,2,0,1,32,3066,387,1,51,18,0,0,0,5,463,White,93694,43380322,89926,"$80,000 - $100,000",40,18520,33,20% - 40%
2984,2984,41,43,41043,17,31,100300,17031100300,1003,Census Tract 1003,0.000018,46.15%,7.23%,149,6,52,113,3,323,69,3,24,52,1,149,5264,22,600,217,4,0,0,70,6177,381,2,43,16,0,0,0,5,447,White,90783,40580001,89926,"$80,000 - $100,000",29,12963,33,20% - 40%
2985,2985,41,44,41044,17,31,90100,17031090100,901,Census Tract 901,0.000013,36.11%,12.87%,167,13,71,112,3,366,60,5,26,40,1,132,2979,9,274,103,1,0,6,33,3405,383,1,35,13,0,0,1,4,438,White,87154,38173452,87455,"$80,000 - $100,000",36,15768,39,20% - 40%
2986,2986,41,44,41044,17,31,90200,17031090200,902,Census Tract 902,0.000023,63.89%,13.77%,167,13,71,112,3,366,107,8,45,72,2,234,5837,18,496,138,0,1,2,72,6564,804,2,68,19,0,0,0,10,904,White,87601,79191304,87455,"$80,000 - $100,000",41,37064,39,20% - 40%
2987,2987,41,45,41045,17,31,100600,17031100600,1006,Census Tract 1006,0.000017,45.95%,12.14%,105,14,58,96,3,276,48,6,27,44,1,127,3766,29,690,284,6,0,3,54,4832,457,4,84,34,1,0,0,7,587,White,68818,40396166,71510,"$60,000 - $80,000",26,15262,25,20% - 40%
2988,2988,41,45,41045,17,31,100500,17031100500,1005,Census Tract 1005,0.00002,54.05%,9.48%,105,14,58,96,3,276,57,8,31,52,2,149,4734,26,600,302,7,0,11,99,5779,449,2,57,29,1,0,1,9,548,White,74394,40767912,71510,"$60,000 - $80,000",24,13152,25,20% - 40%
2989,2989,41,46,41046,17,31,100600,17031100600,1006,Census Tract 1006,0.000005,10.00%,3.57%,165,17,49,129,2,362,16,2,5,13,0,36,3766,29,690,284,6,0,3,54,4832,134,1,25,10,0,0,0,2,173,White,68818,11905514,87835,"$80,000 - $100,000",26,4498,29,20% - 40%
2990,2990,41,46,41046,17,31,100300,17031100300,1003,Census Tract 1003,0.000045,90.00%,18.07%,165,17,49,129,2,362,148,15,44,116,2,326,5264,22,600,217,4,0,0,70,6177,951,4,108,39,1,0,0,13,1116,White,90783,101313828,87835,"$80,000 - $100,000",29,32364,29,20% - 40%
2991,2991,41,47,41047,17,31,120100,17031120100,1201,Census Tract 1201,0.000039,100.00%,12.91%,135,9,60,99,4,307,135,9,60,99,4,307,3595,24,295,212,2,2,2,66,4198,464,3,38,27,0,0,0,9,542,White,120461,65289862,120461,"$120,000 - $140,000",58,31436,58,40% - 60%
2992,2992,42,1,42001,17,31,81201,17031081201,812.01,Census Tract 812.01,0.000001,25.00%,5.00%,231,7,12,40,1,291,58,2,3,10,0,73,3285,172,207,316,2,1,9,67,4059,164,9,10,16,0,0,0,3,203,White,177589,36050567,212654,"$200,000 - $250,000",70,14210,76,60% - 80%
2993,2993,42,1,42001,17,31,81202,17031081202,812.02,Census Tract 812.02,0.000003,75.00%,13.64%,231,7,12,40,1,291,173,5,9,30,1,218,2621,73,123,133,4,0,0,41,2995,357,10,17,18,1,0,0,6,408,White,230101,93881208,212654,"$200,000 - $250,000",79,32232,76,60% - 80%
2994,2994,42,2,42002,17,31,81403,17031081403,814.03,Census Tract 814.03,0.000004,100.00%,10.53%,116,5,13,36,1,171,116,5,13,36,1,171,4102,261,359,1344,0,6,15,142,6229,432,27,38,141,0,1,2,15,656,White,118891,77992496,118891,"$100,000 - $120,000",85,55760,85,80% - 100%
2995,2995,42,3,42003,17,31,281900,17031281900,2819,Census Tract 2819,0.000012,100.00%,25.00%,90,2,22,44,3,161,90,2,22,44,3,161,2515,378,287,1450,11,3,46,154,4844,629,94,72,362,3,1,12,38,1211,White,97334,117871474,97334,"$80,000 - $100,000",86,104146,86,80% - 100%
2996,2996,42,4,42004,17,31,81402,17031081402,814.02,Census Tract 814.02,0.000007,100.00%,11.29%,210,7,18,50,2,287,210,7,18,50,2,287,2863,272,209,781,8,1,9,100,4243,323,31,24,88,1,0,1,11,479,White,149746,71728334,149746,"$140,000 - $160,000",78,37362,78,60% - 80%
2997,2997,42,5,42005,17,31,81900,17031081900,819,Census Tract 819,0.000001,33.33%,7.14%,110,1,4,13,2,130,37,0,1,4,1,43,414,542,23,54,0,0,0,20,1053,30,39,2,4,0,0,0,1,75,AA,120872,9065400,146788,"$140,000 - $160,000",42,3150,75,60% - 80%
2998,2998,42,5,42005,17,31,81800,17031081800,818,Census Tract 818,0.000002,66.67%,2.47%,110,1,4,13,2,130,73,1,3,9,1,87,5566,174,295,695,6,0,20,110,6866,137,4,7,17,0,0,0,3,170,White,158221,26897570,146788,"$140,000 - $160,000",90,15300,75,60% - 80%
2999,2999,42,6,42006,17,31,320100,17031320100,3201,Census Tract 3201,0.000003,100.00%,3.03%,229,10,28,84,5,356,229,10,28,84,5,356,6961,760,727,2066,20,5,42,267,10848,211,23,22,63,1,0,1,8,329,White,136336,44854544,136336,"$120,000 - $140,000",83,27307,83,80% - 100%
3000,3000,42,7,42007,17,31,81402,17031081402,814.02,Census Tract 814.02,0.000003,100.00%,4.84%,213,11,14,30,2,270,213,11,14,30,2,270,2863,272,209,781,8,1,9,100,4243,139,13,10,38,0,0,0,5,205,White,149746,30697930,149746,"$140,000 - $160,000",78,15990,78,60% - 80%
3001,3001,42,8,42008,17,31,81401,17031081401,814.01,Census Tract 814.01,0.000013,100.00%,43.33%,188,10,18,43,3,262,188,10,18,43,3,262,1644,127,122,342,1,0,4,39,2279,712,55,53,148,0,0,2,17,988,White,178515,176372820,178515,"$160,000 - $180,000",75,74100,75,60% - 80%
3002,3002,42,9,42009,17,31,839100,17031839100,8391,Census Tract 8391,0.000076,100.00%,58.91%,123,10,12,48,2,195,123,10,12,48,2,195,2541,598,379,704,10,3,11,104,4350,1497,352,223,415,6,2,6,61,2563,White,107575,275714725,107575,"$100,000 - $120,000",62,158906,62,60% - 80%
3003,3003,42,10,42010,17,31,320100,17031320100,3201,Census Tract 3201,0.000008,29.63%,8.08%,127,8,14,29,3,181,38,2,4,9,1,54,6961,760,727,2066,20,5,42,267,10848,563,61,59,167,2,0,3,22,877,White,136336,119566672,124191,"$120,000 - $140,000",83,72791,74,60% - 80%
3004,3004,42,10,42010,17,31,839100,17031839100,8391,Census Tract 8391,0.000019,70.37%,14.73%,127,8,14,29,3,181,89,6,10,20,2,127,2541,598,379,704,10,3,11,104,4350,374,88,56,104,1,0,2,15,641,White,107575,68955575,124191,"$120,000 - $140,000",62,39742,74,60% - 80%
3005,3005,42,11,42011,17,31,81402,17031081402,814.02,Census Tract 814.02,0.000052,100.00%,83.87%,149,10,20,41,3,223,149,10,20,41,3,223,2863,272,209,781,8,1,9,100,4243,2401,228,175,655,7,1,8,84,3559,White,149746,532946014,149746,"$140,000 - $160,000",78,277602,78,60% - 80%
3006,3006,42,12,42012,17,31,842300,17031842300,8423,Census Tract 8423,0.000004,50.00%,1.99%,144,3,9,27,1,184,72,2,4,14,0,92,2091,549,349,166,8,3,12,66,3244,42,11,7,3,0,0,0,1,65,White,119026,7736690,116924,"$100,000 - $120,000",64,4160,78,60% - 80%
3007,3007,42,12,42012,17,31,280100,17031280100,2801,Census Tract 2801,0.000004,50.00%,6.15%,144,3,9,27,1,184,72,2,4,14,0,92,3567,218,255,728,5,0,4,95,4872,220,13,16,45,0,0,0,6,300,White,116469,34940700,116924,"$100,000 - $120,000",81,24300,78,60% - 80%
3008,3008,42,13,42013,17,31,320100,17031320100,3201,Census Tract 3201,0.000002,100.00%,2.02%,230,9,39,57,5,340,230,9,39,57,5,340,6961,760,727,2066,20,5,42,267,10848,141,15,15,42,0,0,1,5,219,White,136336,29857584,136336,"$120,000 - $140,000",83,18177,83,80% - 100%
3009,3009,42,14,42014,17,31,81800,17031081800,818,Census Tract 818,0.000014,100.00%,17.28%,112,2,3,28,0,145,112,2,3,28,0,145,5566,174,295,695,6,0,20,110,6866,962,30,51,120,1,0,3,19,1187,White,158221,187808327,158221,"$140,000 - $160,000",90,106830,90,80% - 100%
3010,3010,42,15,42015,17,31,81900,17031081900,819,Census Tract 819,0.000001,6.25%,7.14%,86,2,8,18,0,114,5,0,0,1,0,7,414,542,23,54,0,0,0,20,1053,30,39,2,4,0,0,0,1,75,AA,120872,9065400,156140,"$140,000 - $160,000",42,3150,87,80% - 100%
3011,3011,42,15,42015,17,31,81800,17031081800,818,Census Tract 818,0.000015,93.75%,18.52%,86,2,8,18,0,114,81,2,8,17,0,107,5566,174,295,695,6,0,20,110,6866,1031,32,55,129,1,0,4,20,1271,White,158221,201098891,156140,"$140,000 - $160,000",90,114390,87,80% - 100%
3012,3012,42,16,42016,17,31,281900,17031281900,2819,Census Tract 2819,0.000022,100.00%,45.83%,135,10,15,35,0,195,135,10,15,35,0,195,2515,378,287,1450,11,3,46,154,4844,1153,173,132,665,5,1,21,71,2220,White,97334,216081480,97334,"$80,000 - $100,000",86,190920,86,80% - 100%
3013,3013,42,17,42017,17,31,81800,17031081800,818,Census Tract 818,0.000019,100.00%,23.46%,153,8,8,14,1,184,153,8,8,14,1,184,5566,174,295,695,6,0,20,110,6866,1306,41,69,163,1,0,5,26,1611,White,158221,254894031,158221,"$140,000 - $160,000",90,144990,90,80% - 100%
3014,3014,42,18,42018,17,31,842300,17031842300,8423,Census Tract 8423,0.000002,20.00%,1.00%,108,7,7,24,2,148,22,1,1,5,0,30,2091,549,349,166,8,3,12,66,3244,21,5,3,2,0,0,0,1,32,White,119026,3808832,116598,"$100,000 - $120,000",64,2048,80,60% - 80%
3015,3015,42,18,42018,17,31,280100,17031280100,2801,Census Tract 2801,0.000008,80.00%,12.31%,108,7,7,24,2,148,86,6,6,19,2,118,3567,218,255,728,5,0,4,95,4872,439,27,31,90,1,0,0,12,600,White,116469,69881400,116598,"$100,000 - $120,000",81,48600,80,60% - 80%
3016,3016,42,19,42019,17,31,81500,17031081500,815,Census Tract 815,0.000004,40.00%,12.12%,177,9,18,28,1,233,71,4,7,11,0,93,3232,143,208,696,5,4,8,83,4379,392,17,25,84,1,0,1,10,531,White,158728,84284568,171863,"$160,000 - $180,000",83,44073,74,60% - 80%
3017,3017,42,19,42019,17,31,81201,17031081201,812.01,Census Tract 812.01,0.000006,60.00%,30.00%,177,9,18,28,1,233,106,5,11,17,1,140,3285,172,207,316,2,1,9,67,4059,986,52,62,95,1,0,3,20,1218,White,177589,216303402,171863,"$160,000 - $180,000",70,85260,74,60% - 80%
3018,3018,42,20,42020,17,31,81700,17031081700,817,Census Tract 817,0.000002,28.57%,5.13%,98,3,11,18,0,130,28,1,3,5,0,37,1969,315,318,399,9,0,6,86,3102,101,16,16,20,0,0,0,4,159,White,139378,22161102,112280,"$100,000 - $120,000",74,11766,74,60% - 80%
3019,3019,42,20,42020,17,31,81600,17031081600,816,Census Tract 816,0.000005,71.43%,33.33%,98,3,11,18,0,130,70,2,8,13,0,93,2687,122,181,481,3,1,9,61,3545,896,41,60,160,1,0,3,20,1182,White,108635,128406570,112280,"$100,000 - $120,000",74,87468,74,60% - 80%
3020,3020,42,21,42021,17,31,280100,17031280100,2801,Census Tract 2801,0.000015,100.00%,23.08%,96,2,10,32,0,140,96,2,10,32,0,140,3567,218,255,728,5,0,4,95,4872,823,50,59,168,1,0,1,22,1124,White,116469,130911156,116469,"$100,000 - $120,000",81,91044,81,80% - 100%
3021,3021,42,22,42022,17,31,81500,17031081500,815,Census Tract 815,0.000009,100.00%,27.27%,80,5,7,9,0,101,80,5,7,9,0,101,3232,143,208,696,5,4,8,83,4379,881,39,57,190,1,1,2,23,1194,White,158728,189521232,158728,"$140,000 - $160,000",83,99102,83,80% - 100%
3022,3022,42,23,42023,17,31,81500,17031081500,815,Census Tract 815,0.000007,100.00%,21.21%,137,3,7,16,0,163,137,3,7,16,0,163,3232,143,208,696,5,4,8,83,4379,686,30,44,148,1,1,2,18,929,White,158728,147458312,158728,"$140,000 - $160,000",83,77107,83,80% - 100%
3023,3023,42,24,42024,17,31,81201,17031081201,812.01,Census Tract 812.01,0.000004,100.00%,20.00%,181,8,13,33,3,238,181,8,13,33,3,238,3285,172,207,316,2,1,9,67,4059,657,34,41,63,0,0,2,13,812,White,177589,144202268,177589,"$160,000 - $180,000",70,56840,70,60% - 80%
3024,3024,42,25,42025,17,31,81600,17031081600,816,Census Tract 816,0.000003,18.75%,20.00%,157,10,8,45,3,223,29,2,2,8,1,42,2687,122,181,481,3,1,9,61,3545,537,24,36,96,1,0,2,12,709,White,108635,77022215,144136,"$140,000 - $160,000",74,52466,80,60% - 80%
3025,3025,42,25,42025,17,31,81500,17031081500,815,Census Tract 815,0.000013,81.25%,39.39%,157,10,8,45,3,223,128,8,6,37,2,181,3232,143,208,696,5,4,8,83,4379,1273,56,82,274,2,2,3,33,1725,White,158728,273805800,144136,"$140,000 - $160,000",83,143175,80,60% - 80%
3026,3026,42,26,42026,17,31,81403,17031081403,814.03,Census Tract 814.03,0.000015,100.00%,39.47%,176,4,10,27,2,219,176,4,10,27,2,219,4102,261,359,1344,0,6,15,142,6229,1619,103,142,531,0,2,6,56,2459,White,118891,292352969,118891,"$100,000 - $120,000",85,209015,85,80% - 100%
3027,3027,42,27,42027,17,31,81600,17031081600,816,Census Tract 816,0.000003,100.00%,20.00%,153,7,12,46,0,218,153,7,12,46,0,218,2687,122,181,481,3,1,9,61,3545,537,24,36,96,1,0,2,12,709,White,108635,77022215,108635,"$100,000 - $120,000",74,52466,74,60% - 80%
3028,3028,42,28,42028,17,31,320100,17031320100,3201,Census Tract 3201,0.000001,100.00%,1.01%,213,7,13,80,7,320,213,7,13,80,7,320,6961,760,727,2066,20,5,42,267,10848,70,8,7,21,0,0,0,3,110,White,136336,14996960,136336,"$120,000 - $140,000",83,9130,83,80% - 100%
3029,3029,42,29,42029,17,31,320100,17031320100,3201,Census Tract 3201,0.000011,100.00%,11.11%,126,2,14,28,0,170,126,2,14,28,0,170,6961,760,727,2066,20,5,42,267,10848,773,84,81,230,2,1,5,30,1205,White,136336,164284880,136336,"$120,000 - $140,000",83,100015,83,80% - 100%
3030,3030,42,30,42030,17,31,320100,17031320100,3201,Census Tract 3201,0.000004,100.00%,4.04%,202,5,15,46,0,268,202,5,15,46,0,268,6961,760,727,2066,20,5,42,267,10848,281,31,29,83,1,0,2,11,438,White,136336,59715168,136336,"$120,000 - $140,000",83,36354,83,80% - 100%
3031,3031,42,31,42031,17,31,81403,17031081403,814.03,Census Tract 814.03,0.000013,100.00%,34.21%,140,5,6,33,2,186,140,5,6,33,2,186,4102,261,359,1344,0,6,15,142,6229,1403,89,123,460,0,2,5,49,2131,White,118891,253356721,118891,"$100,000 - $120,000",85,181135,85,80% - 100%
3032,3032,42,32,42032,17,31,81700,17031081700,817,Census Tract 817,0.000019,100.00%,48.72%,116,0,6,22,1,145,116,0,6,22,1,145,1969,315,318,399,9,0,6,86,3102,959,153,155,194,4,0,3,42,1511,White,139378,210600158,139378,"$120,000 - $140,000",74,111814,74,60% - 80%
3033,3033,42,33,42033,17,31,320600,17031320600,3206,Census Tract 3206,0.000002,1.64%,3.08%,117,10,14,35,1,177,2,0,0,1,0,3,2492,682,252,693,3,1,6,127,4256,77,21,8,21,0,0,0,4,131,White,114089,14945659,122034,"$120,000 - $140,000",73,9563,76,60% - 80%
3034,3034,42,33,42033,17,31,839100,17031839100,8391,Census Tract 8391,0.000008,6.56%,6.20%,117,10,14,35,1,177,8,1,1,2,0,12,2541,598,379,704,10,3,11,104,4350,158,37,24,44,1,0,1,6,270,White,107575,29045250,122034,"$120,000 - $140,000",62,16740,76,60% - 80%
3035,3035,42,33,42033,17,31,320100,17031320100,3201,Census Tract 3201,0.000033,27.05%,33.33%,117,10,14,35,1,177,32,3,4,9,0,48,6961,760,727,2066,20,5,42,267,10848,2320,253,242,689,7,2,14,89,3616,White,136336,492990976,122034,"$120,000 - $140,000",83,300128,76,60% - 80%
3036,3036,42,33,42033,17,31,320400,17031320400,3204,Census Tract 3204,0.000079,64.75%,90.80%,117,10,14,35,1,177,76,6,9,23,1,115,1669,430,202,144,7,2,5,59,2518,1516,390,183,131,6,2,5,54,2286,White,101573,232195878,122034,"$120,000 - $140,000",66,150876,76,60% - 80%
3037,3037,42,34,42034,17,31,81201,17031081201,812.01,Census Tract 812.01,0.000007,100.00%,35.00%,212,5,9,23,2,251,212,5,9,23,2,251,3285,172,207,316,2,1,9,67,4059,1150,60,72,111,1,0,3,23,1421,White,177589,252353969,177589,"$160,000 - $180,000",70,99470,70,60% - 80%
3038,3038,42,35,42035,17,31,81403,17031081403,814.03,Census Tract 814.03,0.000006,40.00%,15.79%,213,15,16,42,3,289,85,6,6,17,1,116,4102,261,359,1344,0,6,15,142,6229,648,41,57,212,0,1,2,22,984,White,118891,116988744,143341,"$140,000 - $160,000",85,83640,81,80% - 100%
3039,3039,42,35,42035,17,31,81401,17031081401,814.01,Census Tract 814.01,0.000009,60.00%,30.00%,213,15,16,42,3,289,128,9,10,25,2,173,1644,127,122,342,1,0,4,39,2279,493,38,37,103,0,0,1,12,684,White,178515,122104260,143341,"$140,000 - $160,000",75,51300,81,80% - 100%
3040,3040,42,36,42036,17,31,842300,17031842300,8423,Census Tract 8423,0.000003,18.75%,1.49%,131,5,14,34,3,187,25,1,3,6,1,35,2091,549,349,166,8,3,12,66,3244,31,8,5,2,0,0,0,1,48,White,119026,5713248,116589,"$100,000 - $120,000",64,3072,80,60% - 80%
3041,3041,42,36,42036,17,31,280100,17031280100,2801,Census Tract 2801,0.000013,81.25%,20.00%,131,5,14,34,3,187,106,4,11,28,2,152,3567,218,255,728,5,0,4,95,4872,713,44,51,146,1,0,1,19,974,White,116469,113440806,116589,"$100,000 - $120,000",81,78894,80,60% - 80%
3042,3042,42,37,42037,17,31,81800,17031081800,818,Census Tract 818,0.000005,100.00%,6.17%,88,3,6,14,2,113,88,3,6,14,2,113,5566,174,295,695,6,0,20,110,6866,344,11,18,43,0,0,1,7,424,White,158221,67085704,158221,"$140,000 - $160,000",90,38160,90,80% - 100%
3043,3043,42,38,42038,17,31,81800,17031081800,818,Census Tract 818,0.000005,100.00%,6.17%,128,7,6,33,0,174,128,7,6,33,0,174,5566,174,295,695,6,0,20,110,6866,344,11,18,43,0,0,1,7,424,White,158221,67085704,158221,"$140,000 - $160,000",90,38160,90,80% - 100%
3044,3044,42,39,42039,17,31,81600,17031081600,816,Census Tract 816,0.000001,5.00%,6.67%,93,4,10,25,3,135,5,0,0,1,0,7,2687,122,181,481,3,1,9,61,3545,179,8,12,32,0,0,1,4,236,White,108635,25637860,141576,"$140,000 - $160,000",74,17464,79,60% - 80%
3045,3045,42,39,42039,17,31,81800,17031081800,818,Census Tract 818,0.000007,35.00%,8.64%,93,4,10,25,3,135,33,1,4,9,1,47,5566,174,295,695,6,0,20,110,6866,481,15,25,60,1,0,2,10,593,White,158221,93825053,141576,"$140,000 - $160,000",90,53370,79,60% - 80%
3046,3046,42,39,42039,17,31,81700,17031081700,817,Census Tract 817,0.000012,60.00%,30.77%,93,4,10,25,3,135,56,2,6,15,2,81,1969,315,318,399,9,0,6,86,3102,606,97,98,123,3,0,2,26,954,White,139378,132966612,141576,"$140,000 - $160,000",74,70596,79,60% - 80%
3047,3047,42,40,42040,17,31,320100,17031320100,3201,Census Tract 3201,0.000017,100.00%,17.17%,147,6,6,24,1,184,147,6,6,24,1,184,6961,760,727,2066,20,5,42,267,10848,1195,131,125,355,3,1,7,46,1863,White,136336,253993968,136336,"$120,000 - $140,000",83,154629,83,80% - 100%
3048,3048,42,41,42041,17,31,281900,17031281900,2819,Census Tract 2819,0.000006,23.08%,12.50%,121,6,14,32,1,174,28,1,3,7,0,40,2515,378,287,1450,11,3,46,154,4844,314,47,36,181,1,0,6,19,606,White,97334,58984404,110960,"$100,000 - $120,000",86,52116,82,80% - 100%
3049,3049,42,41,42041,17,31,280100,17031280100,2801,Census Tract 2801,0.00002,76.92%,30.77%,121,6,14,32,1,174,93,5,11,25,1,134,3567,218,255,728,5,0,4,95,4872,1098,67,78,224,2,0,1,29,1499,White,116469,174587031,110960,"$100,000 - $120,000",81,121419,82,80% - 100%
3050,3050,42,42,42042,17,31,320400,17031320400,3204,Census Tract 3204,0.000002,9.09%,2.30%,165,5,16,35,2,223,15,0,1,3,0,20,1669,430,202,144,7,2,5,59,2518,38,10,5,3,0,0,0,1,58,White,101573,5891234,135440,"$120,000 - $140,000",66,3828,83,80% - 100%
3051,3051,42,42,42042,17,31,320100,17031320100,3201,Census Tract 3201,0.00002,90.91%,20.20%,165,5,16,35,2,223,150,5,15,32,2,203,6961,760,727,2066,20,5,42,267,10848,1406,154,147,417,4,1,8,54,2192,White,136336,298848512,135440,"$120,000 - $140,000",83,181936,83,80% - 100%
3052,3052,43,1,43001,17,31,71700,17031071700,717,Census Tract 717,0.000007,100.00%,41.18%,97,16,5,27,3,148,97,16,5,27,3,148,1279,183,75,64,0,0,4,47,1652,527,75,31,26,0,0,2,19,680,White,184949,125765320,184949,"$180,000 - $200,000",79,53720,79,60% - 80%
3053,3053,43,2,43002,17,31,70400,17031070400,704,Census Tract 704,0.000015,100.00%,41.67%,168,6,12,45,1,232,168,6,12,45,1,232,2510,100,197,124,1,1,5,46,2984,1046,42,82,52,0,0,2,19,1243,White,140078,174116954,140078,"$140,000 - $160,000",76,94468,76,60% - 80%
3054,3054,43,3,43003,17,31,71800,17031071800,718,Census Tract 718,0.000021,100.00%,60.00%,212,0,16,42,0,270,212,0,16,42,0,270,1975,410,107,98,2,0,4,50,2646,1185,246,64,59,1,0,2,30,1588,White,220175,349637900,220175,"$200,000 - $250,000",75,119100,75,60% - 80%
3055,3055,43,4,43004,17,31,71500,17031071500,715,Census Tract 715,0.000019,100.00%,19.00%,169,6,22,28,0,225,169,6,22,28,0,225,4914,271,236,244,4,10,6,83,5768,934,51,45,46,1,2,1,16,1096,White,113187,124052952,113187,"$100,000 - $120,000",83,90968,83,80% - 100%
3056,3056,43,5,43005,17,31,832600,17031832600,8326,Census Tract 8326,0.000013,100.00%,16.67%,138,5,13,32,1,189,138,5,13,32,1,189,3329,85,124,129,1,2,6,51,3727,555,14,21,22,0,0,1,8,621,White,194053,120506913,194053,"$180,000 - $200,000",87,54027,87,80% - 100%
3057,3057,43,6,43006,17,31,70300,17031070300,703,Census Tract 703,0.000011,100.00%,30.56%,94,4,10,35,0,143,94,4,10,35,0,143,2899,51,170,164,3,1,3,76,3367,886,16,52,50,1,0,1,23,1029,White,129759,133522011,129759,"$120,000 - $140,000",88,90552,88,80% - 100%
3058,3058,43,7,43007,17,31,71100,17031071100,711,Census Tract 711,0.000002,10.00%,5.71%,140,9,10,33,0,192,14,1,1,3,0,19,2479,89,178,139,6,0,11,42,2944,142,5,10,8,0,0,1,2,168,White,171392,28793856,173950,"$160,000 - $180,000",95,15960,85,80% - 100%
